|||||
923758,369999991|5148552,89000019|0|42510945,7699998|0|48583257,03
0|0|0|0|0|0
0|5000|0|0|0|5000
|||||
923758,369999991|5153552,89000019|0|42510945,7699998|0|48588257,03
|||||
40227,28|579759,100000001|0|18292928,62|0|18912915
0|120|0|0|0|120
153965,12|1602605,76999995|0|20231083,07|0|21987653,96
10669,31|585,86|0|2926214,32000001|0|2937469,49000001
460,55|6996,87|0|252986,34|0|260443,76
0|5000|0|0|0|
205322,26|2195067,59999995|0|41703212,35|0|44103602,21
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|738526,64|0|738526,64
0|0|0|0|0|0
0|0|0|738526,64|0|738526,64
|||||
718436,109999991|2958485,29000024|0|69206,7799997852|0|3746128,18000002
11854,1958149999|48815,007285004|0|1141,91186999646|0|61811,1149700003
54601,1443599993|224844,882040018|0|5259,71527998368|0|284705,741680001
|||||
|||||
|||||
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
|||||
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
|||||
|||||
11854,1958149999|48815,007285004|0|1141,91186999646|0|61811,1149700003
54601,1443599993|224844,882040018|0|5259,71527998368|0|284705,741680001
|||||
|||||
|||||
617886,55|1965634,33|0|31164576,78|0|33748097,66
597858,22|1617256,74|0|0|0|2215114,96
20028,33|348377,59|0|31164576,78|0|31532982,7
0|0|0|12036,08|0|12036,08
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|12036,08|0|12036,08
1161,72|822676,35|117651,01|2500653,71|0|3442142,79
0|0|0|0|0|0
0|0|0|0|0|0
1161,72|62805,73|117651,01|2205955,18|0|2387573,64
0|0|0|0|0|0
0|8733|0|33015,12|0|41748,12
0|0|0|235975|0|235975
0|751137,62|0|25708,41|0|776846,03
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
4291,12|89698,1999999995|0|320,889999999897|0|94310,2099999995
0|0|0|0|0|0
603311,06|2529631,29|117651,01|2513010,68|0|5763604,04
9954,63249|41738,916285|1941,241665|41464,67622|0|95099,46666
45851,64056|192251,97804|8941,47675999999|190988,81168|0|438033,90704
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
|||||
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
|||||
0|0|0|0|0|0
0|0|0|0|0|0
|||||
9954,63249|41738,916285|1941,241665|41464,67622|0|95099,46666
45851,64056|192251,97804|8941,47675999999|190988,81168|0|438033,90704
|||||
|||||
|||||
383,81|3408,58|0|0|0|3792,39
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
383,81|3408,58|0|0|0|3792,39
6,332865|56,24157|0|0|0|62,574435
29,16956|259,05208|0|0|0|288,22164
0|0|0|0|0|0
0|0|0|0|0|0
0|0|0|0|0|0
|||||
|||||
0|0|0|0|0|0
0|0|0|0|0|0
|||||
6,332865|56,24157|0|0|0|62,574435
29,16956|259,05208|0|0|0|288,22164
|||||
1905,89618999986|7132,33257000396|-1941,241665|-40322,7643500035|0|-33225,7772549997
0|0|0|0||-229526,917785013
|||||
8778,67335999935|32851,9560800182|-8941,47675999999|-185729,096400016|0|-153039,943719999
0|0|0|0||-1057214,89404006
|||||
1905,89618999986|7132,33257000396|-1941,241665|-40322,7643500035|0|-262752,695040013
|||||
8778,67335999935|32851,9560800182|-8941,47675999999|-185729,096400016|0|-1210254,83776006